deployment_id,repo,repo_domain,default_branch,repo_language,repo_size_kb,run_id,workflow_id,workflow_name,event,head_branch,head_sha,actor_login,created_at,updated_at,completed_at,workflow_conclusion_observed,workflow_failed_observed,run_attempt,run_number,candidate_type
kubernetes/kubernetes:20410950749,kubernetes/kubernetes,platform,master,Go,1491193,20410950749,216875104,Graph Update: go_modules in /. #1187404708,dynamic,master,f5f6ab05dedc1a6b94084dde318163ad021a2a30,dependabot[bot],2025-12-21T14:04:36Z,2025-12-21T14:05:27Z,2025-12-21T14:05:27Z,success,0,1,14,mainline_delivery_proxy
kubernetes/kubernetes:20446861204,kubernetes/kubernetes,platform,master,Go,1491193,20446861204,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/dynamic-resource-allocation, /staging/src/k8s.io/kube-aggregator, /staging/src/k8s.io/kube-controller-manager, /staging/src/k8s.io/kube-scheduler, /staging/src/k8s.io/kubelet, /staging/src/k8s.io/pod-security-admission, /staging/src/k8s.io/sample-apiserver #1189133883",dynamic,master,c255acea91f541a6f57a57fb6a6a400506ca2456,dependabot[bot],2025-12-22T23:34:37Z,2025-12-22T23:35:38Z,2025-12-22T23:35:38Z,success,0,1,15,explicit_deployment_intent
kubernetes/kubernetes:20447711814,kubernetes/kubernetes,platform,master,Go,1491193,20447711814,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,6f92c01979b7666f6631a556a8626e21b88d1f2a,dependabot[bot],2025-12-23T00:28:36Z,2025-12-23T00:30:07Z,2025-12-23T00:30:07Z,success,0,1,16,explicit_deployment_intent
kubernetes/kubernetes:20831103741,kubernetes/kubernetes,platform,master,Go,1491193,20831103741,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,758ef0ffbce5cbca7a893d839dde892d79c2738f,dependabot[bot],2026-01-08T20:41:58Z,2026-01-08T20:43:26Z,2026-01-08T20:43:26Z,success,0,1,17,explicit_deployment_intent
kubernetes/kubernetes:20935802639,kubernetes/kubernetes,platform,master,Go,1491193,20935802639,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,1c894014ebe25e0b042efa91698284f527493d90,dependabot[bot],2026-01-12T21:35:41Z,2026-01-12T21:37:27Z,2026-01-12T21:37:27Z,success,0,1,18,explicit_deployment_intent
kubernetes/kubernetes:20975338007,kubernetes/kubernetes,platform,master,Go,1491193,20975338007,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,c29a5d73a6fd04896033fe615c259f2949c5e94f,dependabot[bot],2026-01-13T22:45:39Z,2026-01-13T22:47:15Z,2026-01-13T22:47:15Z,success,0,1,19,explicit_deployment_intent
kubernetes/kubernetes:21021046921,kubernetes/kubernetes,platform,master,Go,1491193,21021046921,216875104,Graph Update: go_modules in /hack/tools/golangci-lint #1209823195,dynamic,master,8b1496ac62f26cac53bbcbd570aa470b769a1029,dependabot[bot],2026-01-15T05:39:51Z,2026-01-15T05:40:46Z,2026-01-15T05:40:46Z,success,0,1,20,mainline_delivery_proxy
kubernetes/kubernetes:21041864020,kubernetes/kubernetes,platform,master,Go,1491193,21041864020,216875104,Graph Update: go_modules in /. #1210385553,dynamic,master,fd41228d1ad1ce1e95c29c654de2373557af35d3,dependabot[bot],2026-01-15T18:23:44Z,2026-01-15T18:24:33Z,2026-01-15T18:24:33Z,success,0,1,21,mainline_delivery_proxy
kubernetes/kubernetes:21063048894,kubernetes/kubernetes,platform,master,Go,1491193,21063048894,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,a94970c0c5de0fa56b0ed82823850db7e0257685,dependabot[bot],2026-01-16T10:08:47Z,2026-01-16T10:10:06Z,2026-01-16T10:10:06Z,success,0,1,22,explicit_deployment_intent
kubernetes/kubernetes:21143647648,kubernetes/kubernetes,platform,master,Go,1491193,21143647648,216875104,Graph Update: go_modules in /. #1213444222,dynamic,master,d047572e817aafc3af859c191d79d954cf1855d9,dependabot[bot],2026-01-19T15:49:19Z,2026-01-19T15:50:14Z,2026-01-19T15:50:14Z,success,0,1,23,mainline_delivery_proxy
kubernetes/kubernetes:21180577254,kubernetes/kubernetes,platform,master,Go,1491193,21180577254,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/component-base, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/cri-api, /staging/src/k8s.io/cri-client, /staging/src/k8s.io/dynamic-resource-allocation, /staging/src/k8s.io/endpointslice, /staging/src/k8s.io/externaljwt, /staging/src/k8s.io/kms, /staging/src/k8s.io/kms/internal/plugins/_mock, /staging/src/k8s.io/kube-aggregator, /...",dynamic,master,8f76dbf79bc972bfc886980aca3a5d8188f63826,dependabot[bot],2026-01-20T17:11:33Z,2026-01-20T17:12:55Z,2026-01-20T17:12:55Z,success,0,1,24,explicit_deployment_intent
kubernetes/kubernetes:21225328054,kubernetes/kubernetes,platform,master,Go,1491193,21225328054,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/cri-api, /staging/src/k8s.io/cri-client, /staging/src/k8s.io/dynamic-resource-allocat...",dynamic,master,69eb15ee58c9cb20b90007e9b064dfb78b66a867,dependabot[bot],2026-01-21T20:53:31Z,2026-01-21T20:55:08Z,2026-01-21T20:55:08Z,success,0,1,25,explicit_deployment_intent
kubernetes/kubernetes:21264119944,kubernetes/kubernetes,platform,master,Go,1491193,21264119944,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/dynamic-resource-allocation, /staging/src/k8s.io/kube-aggregator, /staging/src/k8s.io/kube-controller-manager, /staging/src/k8s.io/kube-scheduler, /staging/src/k8s.io/kubelet, /staging/src/k8s.io/pod-security-admission, /staging/src/k8s.io/sample-apiserver #1218091648",dynamic,master,4b5db19cb7373a9f3bd98d3059e1adc6d68aa479,dependabot[bot],2026-01-22T20:39:41Z,2026-01-22T20:40:55Z,2026-01-22T20:40:55Z,success,0,1,26,explicit_deployment_intent
kubernetes/kubernetes:21419293740,kubernetes/kubernetes,platform,master,Go,1491193,21419293740,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,b90909e4325d5375af7deb190585a5e9885c288d,dependabot[bot],2026-01-28T00:07:53Z,2026-01-28T00:09:19Z,2026-01-28T00:09:19Z,success,0,1,27,explicit_deployment_intent
kubernetes/kubernetes:21477236890,kubernetes/kubernetes,platform,master,Go,1491193,21477236890,216875104,Graph Update: go_modules in /. #1225905873,dynamic,master,c99976db2a386ed5b24e5bd3bf79afd55710ce63,dependabot[bot],2026-01-29T11:57:56Z,2026-01-29T11:58:41Z,2026-01-29T11:58:41Z,success,0,1,28,mainline_delivery_proxy
kubernetes/kubernetes:21489237257,kubernetes/kubernetes,platform,master,Go,1491193,21489237257,216875104,Graph Update: go_modules in /hack/tools/golangci-lint #1226294014,dynamic,master,4b5e40aacd021aa1485d29c4965893b3de017697,dependabot[bot],2026-01-29T18:02:04Z,2026-01-29T18:02:56Z,2026-01-29T18:02:56Z,success,0,1,29,mainline_delivery_proxy
kubernetes/kubernetes:21495624528,kubernetes/kubernetes,platform,master,Go,1491193,21495624528,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/dynamic-resource-allocation, /staging/src/k8s.io/kube-aggregator, /staging/src/k8s.io/kube-controller-manager, /staging/src/k8s.io/kube-scheduler, /staging/src/k8s.io/kubelet, /staging/src/k8s.io/pod-security-admission, /staging/src/k8s.io/sample-apiserver #1226425895",dynamic,master,4caf96e199dbdf21a6db6a4e111f747a3354c78a,dependabot[bot],2026-01-29T21:38:01Z,2026-01-29T21:39:06Z,2026-01-29T21:39:06Z,success,0,1,30,explicit_deployment_intent
kubernetes/kubernetes:21506950682,kubernetes/kubernetes,platform,master,Go,1491193,21506950682,216875104,Graph Update: go_modules in /staging/src/k8s.io/sample-controller #1226752635,dynamic,master,a7b940cde27e7d736d309b02573a62c213cfa4fd,dependabot[bot],2026-01-30T06:39:47Z,2026-01-30T06:40:29Z,2026-01-30T06:40:29Z,success,0,1,31,explicit_deployment_intent
kubernetes/kubernetes:21676958381,kubernetes/kubernetes,platform,master,Go,1491193,21676958381,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/component-base, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/cri-client, /staging/src/k8s.io/dynamic-resource-allocation, /staging/src/k8s.io/endpointslice, /staging/src/k8s.io/kube-aggregator, /staging/src/k8s.io/kube-controller-manager, /staging/src/k8s.io/kube-proxy, /staging/src/k8s.io/kube-scheduler, /staging/src/k8s.io/kub...",dynamic,master,27dad90a0ca98e396846bb658cac49509b52ce95,dependabot[bot],2026-02-04T15:14:38Z,2026-02-04T15:15:55Z,2026-02-04T15:15:55Z,success,0,1,32,explicit_deployment_intent
kubernetes/kubernetes:21708076329,kubernetes/kubernetes,platform,master,Go,1491193,21708076329,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,dc1ec1211e4f54064ba6dafd8aac46ac3d4379b4,dependabot[bot],2026-02-05T10:32:36Z,2026-02-05T10:34:23Z,2026-02-05T10:34:23Z,success,0,1,33,explicit_deployment_intent
kubernetes/kubernetes:21846143215,kubernetes/kubernetes,platform,master,Go,1491193,21846143215,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/component-base, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/cri-api, /staging/src/k8s.io/cri-client, /staging/src/k8s.io/dynamic-resource-allocation, /staging/src/k8s.io/endpointslice, /staging/src/k8s.io/externaljwt, /staging/src/k8s.io/kms, /staging/src/k8s.io/kms/internal/plugins/_mock, /staging/src/k8s.io/kube-aggregator, /...",dynamic,master,7b0310aaddb6ccd921679db6b26345c836a6cd5e,dependabot[bot],2026-02-10T00:14:09Z,2026-02-10T00:15:25Z,2026-02-10T00:15:25Z,success,0,1,34,explicit_deployment_intent
kubernetes/kubernetes:21876033060,kubernetes/kubernetes,platform,master,Go,1491193,21876033060,216875104,Graph Update: go_modules in /staging/src/k8s.io/apiserver #1239827119,dynamic,master,7f890ab7ade4ecfff92cc81621216ae1b87fa827,dependabot[bot],2026-02-10T17:46:06Z,2026-02-10T17:46:57Z,2026-02-10T17:46:57Z,success,0,1,35,explicit_deployment_intent
kubernetes/kubernetes:21877745757,kubernetes/kubernetes,platform,master,Go,1491193,21877745757,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,65f09e605cb206b2e5fcff4d69a4ae8acf62dbc3,dependabot[bot],2026-02-10T18:38:18Z,2026-02-10T18:39:56Z,2026-02-10T18:39:56Z,success,0,1,36,explicit_deployment_intent
kubernetes/kubernetes:21925436024,kubernetes/kubernetes,platform,master,Go,1491193,21925436024,216875104,Graph Update: go_modules in /. #1241520325,dynamic,master,04d82d95fa3c245906e0f9dfe062b4a9c0dd2048,dependabot[bot],2026-02-11T22:24:06Z,2026-02-11T22:24:53Z,2026-02-11T22:24:53Z,success,0,1,37,mainline_delivery_proxy
kubernetes/kubernetes:21956171576,kubernetes/kubernetes,platform,master,Go,1491193,21956171576,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/api, /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apimachinery, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/client-go, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/cluster-bootstrap, /staging/src/k8s.io/code-generator, /staging/src/k8s.io/code-generator/examples, /staging/src/k8s.io/component-base, /staging/src/k8s.io/component-helpers, /staging/src/k8s.io/controller-manager, /stagin...",dynamic,master,5b63a8c68e8e4d417ab3758c7a80118c2db27ac9,dependabot[bot],2026-02-12T16:58:16Z,2026-02-12T17:00:00Z,2026-02-12T17:00:00Z,success,0,1,38,explicit_deployment_intent
kubernetes/kubernetes:22075199259,kubernetes/kubernetes,platform,master,Go,1491193,22075199259,216875104,Graph Update: go_modules in /hack/tools/golangci-lint #1245893023,dynamic,master,2fb84cfed3e0da83eec85dcc97d14db9b06915c9,dependabot[bot],2026-02-16T19:28:05Z,2026-02-16T19:28:53Z,2026-02-16T19:28:53Z,success,0,1,39,mainline_delivery_proxy
kubernetes/kubernetes:22185103912,kubernetes/kubernetes,platform,master,Go,1491193,22185103912,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/cli-runtime, /staging/src/k8s.io/kubectl, /staging/src/k8s.io/sample-cli-plugin #1249354529",dynamic,master,aa58d2c64ccf6e968d00059e002a6ea8571cb0a0,dependabot[bot],2026-02-19T14:07:46Z,2026-02-19T14:08:35Z,2026-02-19T14:08:35Z,success,0,1,40,explicit_deployment_intent
kubernetes/kubernetes:22235934862,kubernetes/kubernetes,platform,master,Go,1491193,22235934862,216875104,Graph Update: go_modules in /. #1251446098,dynamic,master,c01e10790ab14a23ee8874b428fb0ff35bbbdef2,dependabot[bot],2026-02-20T18:22:02Z,2026-02-20T18:22:54Z,2026-02-20T18:22:54Z,success,0,1,41,mainline_delivery_proxy
kubernetes/kubernetes:22324401918,kubernetes/kubernetes,platform,master,Go,1491193,22324401918,216875104,Graph Update: go_modules in /staging/src/k8s.io/component-helpers #1255410674,dynamic,master,85e4e386d449578d9d220ccd5261b83088bff592,dependabot[bot],2026-02-23T20:53:40Z,2026-02-23T20:54:41Z,2026-02-23T20:54:41Z,success,0,1,42,explicit_deployment_intent
kubernetes/kubernetes:22363991276,kubernetes/kubernetes,platform,master,Go,1491193,22363991276,216875104,"Graph Update: go_modules in /., /staging/src/k8s.io/apiextensions-apiserver, /staging/src/k8s.io/apiserver, /staging/src/k8s.io/cloud-provider, /staging/src/k8s.io/controller-manager, /staging/src/k8s.io/dynamic-resource-allocation, /staging/src/k8s.io/kube-aggregator, /staging/src/k8s.io/kube-controller-manager, /staging/src/k8s.io/kube-scheduler, /staging/src/k8s.io/kubelet, /staging/src/k8s.io/pod-security-admission, /staging/src/k8s.io/sample-apiserver #1256749805",dynamic,master,0d151519f42cffee0b491261c5783d6dda7b0666,dependabot[bot],2026-02-24T18:13:48Z,2026-02-24T18:15:08Z,2026-02-24T18:15:08Z,success,0,1,43,explicit_deployment_intent
